RMSD,Area,ED,Energy,SS,ResidueLength,PairNumber
2,4076.41,392.484,1079.5,11,54,28
5,3919.35,398.268,1385.7,11,54,28
4,10961.8,39866,-1299.46,104,193,2118
0,7536,18370,-3568,67,138,977
0,8626.26,21900,-3695,17,147,1018
1,4028.93,1190.02,-56.901,2,59,101
1,8259.54,15584.1,-2760.3,30,141,932
2,4383.62,514.692,-41.407,22,65,35
0,15638.1,84409,-6999,59,345,3468
2,4389.12,5976.28,-476.1,16,68,481
2,10832.1,44285,-1698.78,34,197,2257
5,11563.1,48079.4,-172.853,92,166,1414
0,13114.3,88578,-6136,41,264,3537
3,6922.19,5451.88,-1041.1,57,107,346
4,7116.44,13807.7,-1024.75,31,120,809
4,10153.8,26216.1,-1837.13,150,174,1415
0,23804,370592,-13780,130,484,10110
2,13967.5,100396,-3675.61,42,283,3965
2,3663.05,356.843,1004,11,54,28
3,4637.25,1051.38,-1739.2,21,66,101
1,6057.99,5134.93,195816,10,99,321
5,13263.9,63810.4,4930.1,48,279,2979
4,18150.1,270127,-4551.94,98,346,7851
4,3783.12,474.806,-544.93,1,36,35
5,14021.4,68970.4,7284.02,70,325,3143
3,5639.66,10634.7,-838.481,66,102,764
4,3762.5,515.023,-860.17,7,43,52
4,7158.28,5846.69,255.47,21,105,371
4,6354.26,1904.64,-1444.36,7,84,136
0,6066.6,6393,-2099,17,108,424
5,6265.55,4204.93,-267.67,26,100,294
3,8476.63,9979.96,-2214.67,95,123,621
4,3798.39,552.388,-499.41,7,43,52
0,9640.15,35265,-4289,20,166,1993
0,12923.9,85868,-10960,55,307,3717
3,12216.8,48798,526453,91,166,1414
0,11171.4,125214,-4446,77,247,5830
2,6852.15,12173,-231.121,213,105,765
4,4157.88,5957.41,15.795,14,67,481
2,16552.6,140389,-10931.3,320,449,5537
3,8363.78,20535.7,209.49,36,143,1203
0,10923.6,31479,-5018,65,233,1587
1,10747.2,41642.4,-3819.49,159,227,2059
0,7636.87,9368,-2372,28,106,553
3,10179,43650.6,-1722.29,129,197,2257
3,3976.47,825.625,-1845.7,13,54,64
5,13648.7,68882.8,3850.76,158,325,3143
3,14439.4,52278,34514200,69,288,2334
0,10630.1,67105,-4794,25,241,3209
5,4694.85,2274.25,249.12,26,75,165
3,8830.5,16078.9,-1137.69,117,160,976
2,6751.46,9242.83,-564.374,4,95,543
4,4200.96,1649.96,-251.52,9,61,134
3,6682.17,10440.1,-2131.72,21,109,689
3,9036.22,28819.3,-2558.22,22,179,1626
4,7706.86,11582.4,-1182.65,93,114,689
4,5206.09,4744.38,96734,9,79,342
0,12944.7,39455,-6490,55,240,1999
3,8954.71,35954.6,345.906,83,148,1919
1,5071.72,2813.26,-1007.14,116,77,244
3,10782.8,57843.4,-340.628,320,217,2904
2,4532.22,1999.92,-53.845,17,75,165
5,7151.07,8959.03,-1012.72,34,98,582
0,4971.98,1961,-1616,12,78,149
3,7930.42,9272.76,14851.2,193,138,554
4,5293.75,1088.43,-1469,2,57,76
4,6848.32,5961.57,460029,84,95,427
2,21119.9,410472,53263.9,56,473,14125
0,8708.28,21326,-2007,31,136,1110
5,9732.25,18600.6,35987.1,184,133,890
3,8643.95,25222.1,472.064,23,157,1519
5,7110.92,6881.74,727.68,27,108,428
5,9848.96,23507,-2212.27,37,176,1313
3,7180.48,9791.7,742.81,13,115,547
2,6058.77,11243.2,3449.38,253,102,764
4,15461.3,156198,1952.9,114,310,6737
5,4713.91,1105.64,-90.283,15,62,100
3,4071.79,2142.46,-1810.2,4,63,184
3,7622,14898.9,966649,36,134,970
0,13169.7,47322.9,-7244.23,165,298,2196
5,3632.89,580.036,-338.98,13,43,52
0,32053.9,829913,-17926,110,637,22296
4,10483.2,26165,-1620.24,130,172,1412
5,3843.85,566.562,-805.37,14,43,52
3,8994.51,12096.1,-671.238,122,136,619
5,6676.78,2255.22,360.9,10,76,165
2,11436.8,55716,-1932.88,180,209,2967
5,5092.87,1755.06,-916.676,178,76,147
3,9205.97,38292.3,-3142.92,37,180,2054
2,5133.86,3017.88,2054.71,153,71,249
4,4069.24,2367.6,-954.75,15,63,184
5,4752.85,1840.52,1383450,112,66,166
5,14506.6,95617.9,-86.5884,263,294,4249
4,7796.7,9991.3,-1397.8,83,123,621
0,13464.5,74290,-10597,61,323,3135
3,7514.61,9529.78,-957.61,19,123,621
4,7213.12,12573.1,-642.865,33,130,694
0,10466.2,38197,-4910,18,213,1875
1,5717.19,12729.2,-1461.7,20,103,883
4,3709.84,536.995,-537.05,5,43,52
1,5390.84,5590.43,-1611.5,6,89,425
5,10575.7,40398.1,571178,208,159,2181
3,8471.36,16923.2,-2753.69,21,142,844
3,4062.94,377.765,1074.1,11,54,28
2,4260.62,2489.91,-815.14,20,65,202
2,9912.1,34300.6,-2426.02,195,208,1691
1,6041.38,5257.2,-1912.3,23,88,370
3,9605.11,39378.8,-326.231,69,196,1885
3,7973.18,14209.6,-362.93,18,127,802
1,11186.8,68911.8,-5143.27,199,247,3373
2,18989.9,161914,1211750,153,352,6744
0,14817.5,116176,-12487,68,415,4717
4,12839.1,42262.2,1667550,42,278,1938
0,19416.5,225400,-9813,71,378,7096
0,21592.6,399506,-15413,105,502,12822
2,6092.75,5309.81,-1068.9,8,105,371
5,7811.32,12531.5,71029.1,121,130,694
1,6234.91,8182.96,-1090.5,16,108,549
3,4337.84,1987.99,710.83,11,75,165
5,5415.64,1821.66,-880.909,178,76,147
0,12188.2,37054,-3707,27,200,1575
4,4766.02,2584.4,-1041.7,27,63,184
4,4666.82,1620.96,-655.4,4,55,133
5,9128.01,21141.9,-1478.54,101,143,1017
2,15866.6,162845,-7357.41,213,352,6744
3,10584.8,26665.9,-1419.22,152,172,1412
0,12324.9,94102,-5956,50,261,4155
2,4522.42,1046.34,-690.37,28,62,102
5,12009.1,36824.1,-183.58,132,216,1932
5,22394,198602,-4703.61,101,367,7087
0,21119.9,364880,-11564,93,524,12196
3,5794.74,3934.92,-6.3567,17,100,294
3,5699.93,7733.24,-1523.9,17,99,583
2,3524.83,1997.21,-381.13,6,43,161
0,4154.01,503.521,-730.57,15,65,35
5,8226.43,12418.3,-2629.86,53,130,694
4,4527.75,6547.67,-509.31,24,68,481
3,12925.5,36683.9,-1903.38,206,225,1755
3,7432.88,17798.9,-1790.7,14,128,1065
5,5495.15,4928.18,8692900,3,79,342
4,12501.2,57435.2,-1024.4,46,220,2461
3,3469.25,701.3,-3.8099,6,31,53
0,19335.2,443793,-11134,75,447,15151
4,15893.7,156615,2724.8,94,310,6737
3,8770.03,16049.1,-1734.78,47,160,976
1,6972.99,13569.2,-3329.4,16,118,762
4,14597.6,144619,-497.531,186,308,6057
1,4460.59,1783.15,-471.68,8,66,164
5,5253.57,4323.73,-549.603,14,72,340
0,14287.2,96400,-5843,62,284,3221
2,7887.29,9538.2,-2407.39,201,130,490
5,12898.9,80366.7,-5924.57,51,272,3539
5,3547.39,564.412,33.505,16,43,52
4,14668.3,94625.4,-1186.39,221,283,4064
0,8707.77,31938,-5842,35,159,1691
0,10447.9,27058,-3975,63,179,1211
0,12739.1,78916,-6889,41,276,3461
3,11230.9,55952.3,-1323.23,176,209,2967
0,28001.7,856241,-16124,83,625,26243
5,4142.97,1903.16,16300.5,81,63,166
0,6090.81,8732,-2142,4,120,518
4,7205.61,11338.8,28263.8,90,114,689
0,9406.71,43250.7,-4053.71,127,197,2257
0,12634.9,96773,-6422,139,287,4148
0,9968.79,8248,-3528,35,142,402
2,13816.5,96933.3,-3647.97,40,281,3974
2,8849.14,9807.59,-1382.01,177,135,587
3,7269.25,12647.7,-903.917,138,123,726
2,6303.85,7573.13,-1690.02,80,93,545
0,11550,30945,-4057,102,184,1417
5,3776.4,596.888,-326.39,14,43,52
5,6785.41,9790.93,-1175.65,138,98,651
4,7162.38,14148.8,25355.2,103,120,809
2,6211.92,5339.42,-614.82,9,105,371
3,9167.01,37850.9,-2149.65,37,180,2054
1,5839.13,6932.17,-2999.8,22,92,485
3,9338.26,16534.1,-482.142,112,160,976
0,14772.3,102492,-7417,54,308,4248
2,17173,139969,-8960.85,313,449,5537
4,5441.75,3972.88,-1099.02,120,85,269
5,10822.5,42911.5,-4773.58,151,223,2059
5,4067.24,695.017,75.103,18,58,43
2,12278.1,49336.5,-4083.38,103,262,2394
0,13149.2,121366,-6203.3,202,281,4717
0,20931.5,204786,-11710,281,482,6638
4,9931.57,32340.9,212308,114,176,1922
0,7334.17,6997,-3343,15,121,397
2,6870.39,4075.64,-1613.12,86,101,249
1,6908.44,7817.66,-2586.6,13,117,427
3,5314.29,2478.64,335.74,4,81,169
5,6052.78,2548.54,185.08,8,81,169
4,8781.48,16247.9,-1277.15,114,160,976
2,5040.66,3804.6,-1608.46,18,79,317
0,11020.3,46781,-5876,38,216,2060
4,3983.73,2195.84,-985.06,10,63,184
4,4154.62,2680.21,-239.18,17,65,202
0,8754.11,27397,-4556,13,142,1255
2,10897.9,41335.7,-3333.76,143,227,2059
0,16859.7,145229,-8708,79,358,5429
5,10577.7,28563,-1630.84,57,214,1469
5,5257.76,4828.16,118220,8,79,342
0,18994.7,283321,-15139,201,507,10256
1,5730.24,12724.8,-1789,16,103,883
2,4698.55,2727.66,-1398.5,12,65,202
0,21032.8,308639,-11645,73,424,8607
3,8692.08,21348.9,-171.98,36,143,1203
3,8448.6,8858.37,1921.8,36,144,553
4,3638.97,558.419,-530.99,14,43,52
3,11379.9,55855.2,-795.398,30,209,2967
4,15439.1,158347,3209.8,122,310,6737
4,3454.74,715.406,-284.72,2,31,53
2,6162.61,11289,-812.451,85,102,764
0,17560.6,329969,-12518,54,398,11263
3,8443.11,16010.4,-1835.79,48,160,976
5,4406.14,2355.76,-879.44,31,63,184
3,4475.5,1012.94,-1374.9,21,66,101
4,12278.3,60078,956.691,142,233,2897
4,3336.12,664.261,16.741,3,31,53
3,6396.56,7446.61,-1274.14,77,93,545
3,6376.51,5260.59,-805.979,102,96,347
5,12434.4,62065.8,7465.4,53,279,2979
2,6009.15,4139.68,-1360.37,86,88,318
2,10900,38067.9,5339.41,159,205,1751
3,13412.5,46970.3,548.199,139,273,2061
0,9908.07,18263,-4163,30,165,1018
4,17716.9,157395,328.327,196,359,6068
2,16097.4,164289,-7518.99,257,352,6744
5,11137,51100.1,1158.83,130,209,2534
4,6305.38,4192.26,-357.43,17,100,294
2,17449.4,165324,5039.11,217,352,6744
4,3338.66,662.875,146.48,3,31,53
0,8066.17,12304,-3258,57,142,659
0,12157,70389,-6564,157,274,3295
5,13473.6,62562.2,1775.48,304,233,2897
2,3866.08,1454.91,-822.828,159,52,133
1,3692.39,1200.27,-596.41,9,55,88
5,6370.84,5361.73,205184,7,95,372
4,12459.5,52695.4,-4360.6,148,218,2391
4,8849.91,22672.8,-2170.16,118,166,1111
5,3661.09,559.614,-518.71,7,43,52
0,19065.6,196213,-10291,479,419,7105
4,23761.2,260652,-1151.77,302,540,8870
2,6091.92,5310.43,-863.57,11,105,371
5,6014.31,2758.06,257.89,8,81,169
1,5431.77,4239.3,18657.6,20,88,292
5,4591.05,521.643,418.14,22,65,35
2,15580.9,101985,5844.47,46,283,3965
1,9019.8,16824,-3388.68,92,183,931
0,27380.3,742906,-18695,74,628,22089
5,13098.1,73747.7,-1751.92,33,247,3630
5,4477.67,6674.26,247.14,30,68,481
0,13733,90423,-5367,51,251,3617
2,5982.29,8128.82,-3436.8,10,106,549
5,6775.76,4233.83,-871.982,28,86,205
4,24247.4,279655,-2530.05,288,540,8870
4,13165,46116.6,16104600,149,273,2061
0,7088.49,8151,-4811,13,120,486
4,10992.4,38369.4,528433,62,205,1751
5,4237.55,515.702,505.51,22,65,35
3,3633.25,491.044,-748.12,2,36,35
4,10235.1,26152.2,-1057.06,156,174,1415
4,3451.87,661.852,-439.52,1,31,53
4,6654.23,10213.9,3611.03,32,101,584
2,4981.48,4300.76,-1532.58,20,79,317
0,11115.9,27620,-4883,73,188,1165
5,15649.1,143859,-7227.5,254,362,5847
0,5929.41,4630.41,-1741.2,15,98,294
4,5447.78,4437.29,-982.88,13,85,346
0,11097.1,47352,-6153,42,211,2248
3,4418.29,6287.51,-105.27,15,68,481
3,6469.06,10307.9,93175.6,22,109,689
1,5037.41,4040.55,-1238.4,11,85,346
4,5427.26,4580.23,-1315,17,85,346
3,7900.88,10871.6,-1780.99,198,156,654
5,18467.3,288564,-545.094,123,346,7851
5,4629.48,1841.39,-382.42,6,61,116
5,11538.8,38492.7,2489.58,38,235,1818
0,8383.39,10145,-2080,29,128,620
3,8360.63,12181,-1812.3,60,128,693
0,6459.99,8340.74,-2370.9,14,100,551
4,9108.62,16500,-1579.6,111,160,976
3,4333.83,1661.66,-669.28,6,61,134
4,16849.1,175870,-8587.86,224,403,6746
5,19611.5,275948,7177.32,309,420,9137
3,7859.97,9479.92,2662.83,103,123,621
3,6107.57,5213.59,-153.14,10,105,371
1,6046.59,5263.46,-1942.6,22,88,370
1,4464.56,978.334,-1114.5,14,66,101
1,7568.63,12866.3,-1819.03,77,132,806
3,11707.9,38709.3,602.868,153,235,1818
2,6232.97,8090.33,-3948.4,9,106,549
4,11237.3,47749.2,-2471.57,67,190,2118
0,5137.01,1902,-1715,8,76,166
5,4767.25,2358.25,1543.3,32,76,165
5,5801.45,947.518,-1620.1,11,57,76
4,13566.1,55687.8,-2304.89,115,224,2192
2,7187.53,4181.75,65488.6,14,101,249
2,6813.74,11963.6,10234100,33,105,765
4,8220.32,21417.2,44338.1,211,145,1156
4,9646.48,25927.6,-572.008,23,174,1415
3,7407.08,14080.4,-1099.5,25,120,809
0,11899.1,59288,-6406,22,194,1874
0,9680.16,18674,-4377,21,177,1071
5,14249.8,140197,836.541,331,308,6057
5,12020,71417.9,2370.4,45,201,3289
5,16615.4,214199,13451.7,75,336,8195
0,15531.3,151640,-6446,65,315,5846
3,24208.6,276714,-4608.65,288,537,8350
4,22079.3,405041,-392.298,59,473,14125
3,21861.2,258583,66328000,279,540,8870
0,9079.9,13551,-3675,27,144,693
5,10513.8,42083.9,9998400,84,159,2181
3,4364.81,1704.76,-860.27,8,61,134
0,11191.7,44486,-5873,22,229,2120
5,13868,68890.9,6117.2,171,325,3143
4,8749.22,20080.4,212086,93,163,1162
2,7097.95,13459.7,-1152.69,18,96,804
4,9195.73,35566.7,-2523.24,32,148,1919
3,6381.75,3521.4,216.51,15,101,206
4,11845.2,28100.5,561.65,39,178,1410
3,13289,61873.6,-5306.3,22,247,2754
0,13224.3,82194,-9924,102,330,3715
3,10155.6,27080.9,-866.604,151,172,1412
0,13167.9,61614,-8234,52,319,2904
0,14036.5,61957,-5160,29,271,2753
3,7214.34,12691.1,-2267.91,145,123,726
0,13424.3,139083,-8246,150,326,6508
5,21617.5,275975,-1656.18,287,420,9137
2,5370.52,3688.39,-1792.07,120,85,269
2,4268.95,6239.8,-118.76,26,68,481
2,17751.3,139747,9859.04,305,449,5537
4,3541.46,563.702,-314.04,4,43,52
1,7052.68,4507.59,-1912.4,15,110,294
5,15369.7,162992,4202.2,107,310,6737
4,8368.72,9905.5,-980.934,195,138,554
0,12208.3,33304,-3864,121,198,1580
0,22998.6,363854,-14267,144,544,10847
4,8366.07,4706.44,-701.904,92,131,271
5,4664.12,547.87,735.53,23,65,35
0,9060.89,16635.6,-4433.97,94,183,931
3,9477.91,16706.4,-1189.73,111,160,976
3,3720.46,517.487,-926.09,2,36,35
3,4328.73,2636.03,-1027.2,17,65,202
2,4030.81,2086.12,-2256.4,4,63,184
4,4502.97,2591.91,-436.49,33,63,184
5,5435.59,4790.64,78907,12,79,342
3,4260.31,5926.97,-428.38,8,68,481
0,7729.33,26693,-3277,20,133,1569
3,16486.3,264212,5911720,112,346,7851
5,3834.56,603.147,-201.9,13,43,52
4,14695.8,42794.4,192233,234,278,1938
5,3566.31,458.947,-821.03,2,36,35
0,6882.29,18070,-3665,23,124,1113
5,4604.96,2620.97,-1199,23,63,184
3,8676.19,29689,-1164.44,106,132,1513
5,4356.36,1293.92,-532.24,8,59,101
0,4776.94,2173,-1561,2,65,180
0,10793.3,16001,-7076,43,192,814
5,9408.27,9609.58,-1471.18,242,154,557
3,3375.3,1409.09,-627.122,1,40,100
1,4799.63,2854.56,-1138.23,120,77,244
4,6269.6,7493.86,-955.084,79,93,545
5,4531.72,2275.08,-459.62,3,61,184
2,5988.36,5162.87,-1073.7,11,105,371
2,3838.8,2067.27,-1447.4,4,63,184
3,4818.62,2141.7,12.839,12,75,165
4,6795.73,6341.24,13611.1,27,95,427
5,3523.67,582.275,239.36,16,43,52
0,13020.1,43856,-7670,76,286,1807
4,6639.92,6191.33,-865.614,15,95,372
0,11455.2,68638,-5616,177,247,3371
5,8445.6,9689.73,-1141.29,190,135,587
2,6075.99,4134.36,-1425.57,264,88,318
4,7217.41,11557.5,-1334.67,155,111,651
4,4553.41,6508.52,-58.182,15,68,481
0,6302.84,7301,-2549,58,112,485
3,4097.6,1175.23,-634.98,9,55,88
0,19058.8,186884,-11048,92,439,6521
3,9253.55,26647.9,-1070.36,31,156,1364
3,6694.32,3702.76,1014.3,25,101,206
3,8732.83,37780.9,-3090.77,46,180,2054
0,20431.6,454817,-10879,83,486,14809
0,16171.4,109979,-8090,65,351,4633
4,12167.2,68560.9,270857,178,262,3211
3,4540.68,1011.4,-879.69,28,62,102
2,7722.62,9214.03,150.14,24,130,515
5,5150.75,2618.84,-677.99,15,65,202
2,4788.97,2787.99,101338,109,67,224
3,14135.2,165019,-160.732,49,320,6391
0,36655,1422530,-17263,129,875,36502
0,9779.28,32369,-3867,84,174,1631
0,26274.2,606547,-14226,196,624,18837
1,8081.75,13840.2,-3458.03,120,170,771
3,4907.18,2087.66,-774.43,3,75,165
3,4294.18,1697.88,-372.22,5,61,134
0,7564.5,7627,-1351,15,130,519
4,9442.28,12336.9,568.84,27,152,693
5,7843.02,9450.01,1078.39,214,107,517
5,3590.39,588.214,-257.14,14,43,52
0,14484.6,104901,-8855,161,309,4621
0,4773.05,1068.01,-429.49,27,62,102
2,17067.9,139083,-8100.6,311,449,5537
0,22340.2,338607,-10788,66,433,9681
5,4272.23,2282.3,-345.52,30,63,184
2,4742.43,2257.45,-1168.8,12,71,188
4,23831.7,234683,146041,290,537,8350
0,9681.7,35203,-5716,31,192,1871
0,11594.1,76018,-6502,61,260,3294
2,11917.8,38126.1,-399.942,152,235,1818
5,3634.13,466.339,-1003.5,3,36,35
3,5782.42,3995.87,-646.712,82,88,318
5,6587.89,6056.55,33580.9,15,95,372
4,6012.85,4014.8,-105.94,15,100,294
3,3461.22,677.871,156.45,4,31,53
5,4469.12,1969.68,-787.463,114,66,166
4,9003.93,11437.6,338.735,127,156,654
2,22237.7,515804,-2599.38,363,540,18067
0,27777.9,752786,-13265,101,576,18650
3,13735.8,87547.6,-1031.81,57,291,3799
4,13236.2,68501.4,25978800,142,325,3143
3,5123.06,4284.25,-1072.3,13,85,346
5,4042.51,6156.24,5.1258,14,68,481
5,6397.49,3540.83,321.948,47,86,205
0,12174.1,72181,-6643,37,253,3134
5,9994.89,23436,-1011.73,43,176,1313
5,4881.06,2097.74,538.5,33,75,165
1,5331.06,5572.53,-1837.5,6,89,425
4,5856.81,5133.33,-1496.51,85,86,367
3,5127.88,2998.48,-1833,3,65,202
0,26606,438191,-8733,92,482,7114
3,7180.14,13105,-1713.66,22,105,765
4,16845.7,158781,2200.41,198,359,6068
4,4887.58,2612.2,-1112.9,14,72,205
4,13781.8,60587.7,-3697.44,184,223,2822
3,3631.32,457.096,-787.04,0,36,35
5,5007.57,6580.17,-51.477,16,68,481
5,7008.23,12709.3,1596.65,63,132,806
2,8713.7,9618.1,1185660,203,130,490
5,7633.55,15671.8,-693.518,104,134,970
4,13530.9,96653.5,-1444,181,273,4429
0,6716.41,5038,-4134,22,115,342
0,6411.13,9698,-2686,59,104,652
3,13117.6,37966.9,-1855.44,148,225,1755
1,4510.26,1774.2,-707.74,7,66,164
3,7197.27,13917.6,7789.09,103,120,809
5,11011.6,28530.8,-4277.85,68,214,1469
0,11766.9,58730,-5731,77,243,2679
2,6355.39,5309.38,26121.8,10,99,321
1,5390.6,4698.02,-1506.4,13,85,343
1,4459.72,974.147,-1265.2,14,66,101
0,7503.73,8545,-3731,64,109,517
0,12345.7,129127,-8041,47,297,5838
2,11951,73778.1,62255400,28,249,3630
5,11984.9,28918.6,-247.93,46,178,1410
0,19041.9,226347,-9737,79,397,8735
0,10945.4,61284,-6007,41,282,2834
0,6325.75,6949,-1754,34,66,270
3,22439.1,285630,-563.957,306,468,9276
4,13055,63225.6,5289.9,52,279,2979
4,10396.9,17885.9,-1935.17,156,172,973
2,4145.84,624.554,-451.43,8,58,43
2,3836.93,405.851,786.29,4,54,28
4,13674.6,64012.7,4842.1,39,279,2979
0,9854.06,43705,-4264,131,193,2254
2,6470.33,5336.38,-756.96,8,99,321
4,9922.39,26618.1,-1720.67,32,174,1415
2,4698.68,4170.53,157.291,20,79,317
1,5101.32,3115.88,-2588.8,4,65,202
5,14013.1,86171.3,-1929.46,227,247,3711
3,15558.4,156196,2612.3,97,310,6737
0,8527.11,11952,-3472,16,140,694
4,3746.14,652.086,-488.16,20,58,43
5,4611.55,2324.83,8983.5,43,76,165
5,5882.05,4738.99,32.9625,71,86,367
3,14834.5,59842,190.738,77,305,2610
5,12158.1,60247.5,-1098,204,214,2600
2,11321.7,56504.9,-990.73,172,209,2967
0,12781.6,152051,-4562.7,95,310,6737
5,4694.27,4257.94,-1389.56,76,72,340
4,5795.08,1110.74,-1447,7,57,76
1,4155.83,1540.68,-860.14,4,55,133
1,7789.58,13726,-2818.84,116,170,771
3,9387.64,28537.9,-1365.62,153,179,1626
2,3963.34,1451.17,-874.726,159,52,133
0,4211.76,1203.62,-727.39,2,59,101
4,9354.93,12384.7,-1277.08,87,117,519
2,4161.69,6146.83,-299.21,17,68,481
0,8395.76,9479,-2327,26,141,553
3,5615.42,4566.68,627.308,68,86,367
4,3698.29,447.063,-674.71,2,36,35
2,21785.2,347732,-3332.33,281,440,10967
3,8037.16,13988.3,41.969,21,127,802
0,7188.02,9908,-2307,19,120,486
3,6320.43,11363.8,-738.699,24,102,764
1,11584.7,69069.1,-2642.93,189,247,3373
1,4504.32,3329.18,-383.296,15,74,269
0,11228.2,69214,-4965,25,258,3375
1,3245.01,587.641,120,3,51,45
0,13912.4,121962,-4903,229,281,5516
5,4765.29,2161.37,-5.92,13,75,165
4,11786.1,56493,-432.4,30,209,2967
4,3730.11,565.707,-793.15,5,43,52
2,8129.93,32981.8,-531.364,97,148,1919
0,3743.07,2097.33,-1786.6,1,63,184
3,11728.9,38328.3,688.529,35,235,1818
2,4538.78,521.019,654.61,18,65,35
1,3276.02,582.226,264.46,3,51,45
2,20136,347916,-2647.01,285,440,10967
0,6363.31,9414,-2356,34,101,586
1,5215.77,3669.63,-494.32,19,82,289
2,5763.26,7542.96,-859.857,99,104,457
3,4571.25,6338.45,-679.3,27,68,481
5,7719.38,9278.47,-1308.77,211,107,517
0,6621.48,17858,-2851,16,118,1062
5,5135.96,2259.22,462.63,22,75,165
3,12039.4,54377.3,-1901.4,44,220,2461
2,8090.27,33847.3,26097.3,31,148,1919
0,11608.1,96538,-7983,23,286,4803
0,18227.1,347111,-13228,90,479,12500
5,5057.66,2343.84,1836.1,19,76,165
4,3994.38,680.278,-456.86,12,58,43
2,5685.68,3670.96,-685.135,17,85,269
3,9185.35,12123.3,-588.743,124,136,619
5,4141.92,2275.01,-1267.8,18,63,184
2,6240.8,8101.15,-3627.3,11,106,549
1,4294.99,2108.65,-1029.1,8,71,188
5,4758.25,6501.71,-216.18,18,67,481
5,3711.54,437.282,1406,11,54,28
1,5089.64,3122.03,-2456,4,65,202
2,4606.71,2012.17,17.456,10,75,165
1,6020.4,5228.36,-953,7,105,371
5,4153.16,6205.69,10.276,14,68,481
5,4178.45,733.523,-385.7,16,58,43
0,19022.9,193999,-8440,97,402,7099
5,12065.1,57389.5,-781.18,49,220,2461
5,4611,1085.24,-101.11,12,62,100
5,3701.47,342.959,1660.8,7,54,28
2,7345.41,5778.38,-1344.21,44,79,292
0,14483.3,141340,-7339,108,296,5330
2,4813.68,2034.4,-4.9254,14,75,165
0,3349.59,574.889,-174.17,3,51,45
0,5543.24,1838,-1423,6,81,147
5,4727.21,2489.94,-872.46,25,63,184
0,10665.4,79696,-6138,64,263,3794
0,12530.7,29450,-5413,159,198,1369
5,3463.91,590.774,-411.87,15,43,52
5,5033.87,1683.06,-1436.49,177,76,147
4,10681.2,45545,203512,117,197,2257
3,4426.72,1035.46,-56.258,27,62,102
0,6370.71,5028,-2654,10,103,295
1,6964.13,12524,-614.879,13,123,726
3,6561.02,5276.77,29782.2,10,99,321
4,9411.26,17603.1,114669,191,133,890
1,3244.89,581.69,-133.74,3,51,45
0,15444.7,28066,-7183,53,281,1122
3,4289.75,2446.58,-784.87,12,63,184
3,11607.5,31959.8,1566150,39,203,1580
3,3321.78,675.991,-49.582,5,31,53
4,3589.63,573.6,-513,14,43,52
5,4800.68,1575.71,-1660.6,5,70,131
2,5150.41,1469.51,-1489.29,31,71,103
1,5639.84,3136.11,-1362.1,10,94,224
2,5221.59,2077.12,206.64,20,75,165
0,11452.7,43564,-5316,116,232,1874
1,3841.88,1531.27,-1205.4,6,56,114
4,12709.1,79167.1,-3625,81,272,3539
4,6118.46,11794.9,-1127.25,11,105,765
0,9212.45,27492,-4952,27,196,1686
0,24236.6,582468,-10073,92,540,19224
4,7143.56,6832.32,-829.521,20,118,426
1,5605.33,3110.92,-1712.7,13,94,224
2,11705.3,56217.9,-431.053,174,209,2967
4,13612.8,95790.4,-5623.52,190,273,4429
0,4716.41,2785,-3205,9,77,202
4,9660.16,12475.7,637.75,22,152,693
4,3781.05,536.44,-803.75,3,36,35
2,19479.1,157945,-4752.97,327,449,5537
4,17763.7,160111,1660720,213,359,6068
1,6778.93,7853.26,-2960.9,11,117,427
5,5783.9,6812.96,-533.842,102,80,395
4,5975.62,7503.7,5299.41,62,90,405
3,7420.24,17661,-2076,8,128,1065
2,13078.8,134265,14406900,161,279,5626
3,9826.69,29203.4,11115.8,29,179,1626
4,4949.92,3221.14,-1063.62,14,71,249
4,15191.8,156200,3977.1,108,310,6737
3,10644.4,37710.8,-2486.53,30,205,1751
4,5093.38,2388.72,-1462.7,12,71,188
5,11731.4,37903.8,-1596.18,36,219,1875
0,6233.82,2923,-2977,119,94,224
4,4092.41,1391.76,867460,115,52,133
0,16151,95724,-9819,55,335,3630
0,11273.8,66623,-4567,39,198,2460
4,5945.46,7186.24,37686.4,79,93,545
4,13813.5,98890,1256420,194,281,4061
2,6662.43,13118.7,-1330.43,29,96,804
2,11202.2,57790.5,28214,165,217,2904
0,7593.35,10148,-2145,52,135,622
2,3656.04,366.886,378.68,7,54,28
0,11511.5,88007,-6440,50,275,4708
5,4094.63,637.956,142.16,21,58,43
4,9511.03,27215.7,30051.6,140,158,1403
4,3526.57,529.956,-513.93,15,43,52
3,13946.3,87248.1,-1366.94,55,291,3799
0,11993.5,39628,-6394,39,258,1937
3,4330.53,6334.77,447.13,18,68,481
3,6244.84,3402.9,586.82,19,101,206
0,3999.15,1191.89,-297.54,2,59,101
4,6765.43,7715.91,1095.26,59,90,405
2,12214.7,49204.2,-4427.54,107,262,2394
2,9430.86,17210.7,-3059.63,97,183,931
4,11329.5,49058.6,-1953.4,55,190,2118
4,3962.01,662.728,-486.14,16,58,43
1,10692.9,41554.5,-3938.86,143,227,2059
0,14231.4,126441,-10153,59,348,5022
5,10078,22357.6,865.48,54,143,1203
4,10604.2,32823.1,803.983,104,176,1922
0,30240.5,543358,-14115,114,708,16061
5,12500,52617.9,-3605.67,160,288,2334
1,6824.87,7845.15,-2377.3,11,117,427
